AbR	AbRPond	POF	NSP
BGM1583:BRS Verdinha	-12.1906560587006	1.85142070436462	-1.85637837873477	-12.1906560587006
BGM1662:BGM0958	-21.9305815077191	2.51294976927009	-2.5183376263629	-21.9305815077191
BGM1716:359-09	-9.01642085366857	0.727890097354874	-0.732136509301893	-9.01642085366857
BGM1716:BGM1784	1.86161254598122	-0.716867558384005	0.717514614054226	1.86161254598122
BGM1716:BGM2020	20.5283525646701	-1.01171362687948	1.00855070965541	20.5283525646701
BGM1760:BGM1253	-30.8786011659191	5.88755216488807	-5.88900414890119	-30.8786011659191
BGM1784:98150-6	35.9198392971532	-4.38114198349141	4.37526714599864	35.9198392971532
BGM1784:BGM0816	-11.21936953748	0.746165302063769	-0.750985818057285	-11.21936953748
BGM1784:BGM1023	2.14457049715383	-0.134406234889639	0.12930302445496	2.14457049715383
BGM1784:BGM1024	3.32051889555944	-0.318304495746997	0.323248126022989	3.32051889555944
BGM1784:BGM1130	-17.7160990986978	2.78878810802836	-2.7905683307711	-17.7160990986978
BGM1784:BGM1583	2.50914692749998	-0.497582999813584	0.502258983112226	2.50914692749998
BGM1784:BGM1659	-3.6128986058895	0.539972575646864	-0.536199222254771	-3.6128986058895
BGM1784:BGM1811	4.63069649656372	-0.316921422789129	0.308549943989354	4.63069649656372
BGM1784:BGM2020	9.33892895708806	-0.955083736975039	0.96921192773679	9.33892895708806
BGM1784:Cigana	-4.19982181243796	1.00757591146198	-1.00559383376246	-4.19982181243796
BGM2018:BGM1253	-3.89147201511213	-1.00097402998571	0.994616524464864	-3.89147201511213
BGM2018:BRS Mulatinha	-15.2386573555142	2.68894058965721	-2.68647887371277	-15.2386573555142
BGM2020:BGM1583	10.9428238340808	-2.01119565727676	2.00494779428952	10.9428238340808
BGM2020:BGM1693	-10.4821890962332	1.72244695156051	-1.71845305335308	-10.4821890962332
BGM2020:BRS Tapioqueira	29.5411053813521	-9.08811044380533	9.0831314981869	29.5411053813521
BGM2044:BGM0991	50.2307425797044	-5.13809614697931	5.14057201918485	50.2307425797044
BGM2044:BGM1028	3.25732697353326	-0.770799022455726	0.778077446246802	3.25732697353326
BGM2044:BGM1174	-14.3333968149207	1.58768225459401	-1.59230812907673	-14.3333968149207
BGM2044:BGM1309	10.5056178596451	-1.96038530289606	1.96174371531875	10.5056178596451
BGM2044:BGM1332	2.16369804406301	-0.277202039744248	0.281239344509456	2.16369804406301
BGM2044:BGM2127	1.1949077193038	-0.719708031548503	0.722972942201567	1.1949077193038
BGM2044:BGM2167	7.4505197540304	-0.955657847076635	0.959751636657592	7.4505197540304
BGM2167:BGM0991	-18.8449528279929	1.9605350031672	-1.95687810529681	-18.8449528279929
BGM2167:BGM1130	-1.58654327289191	-0.0857161916554704	0.0771516034551207	-1.58654327289191
BGM2167:BGM1253	35.7895099197418	-5.33616704641671	5.34071334564995	35.7895099197418
BGM2167:BRS Verdinha	21.63913639909	-1.75103567597113	1.75358592833892	21.63913639909
BRS Dourada:Aipim Manteiga	-9.59136140601486	0.751832709939574	-0.749907396414966	-9.59136140601486
BRS Jari:Aipim Abacate	-11.51559150402	1.59378601809903	-1.59269387845522	-11.51559150402
BRS Kiriris:7909-02	-0.482485936877379	0.880198365130659	-0.887202797250296	-0.482485936877379
BRS Kiriris:7909-05	5.36517813528948	-1.56718625998652	1.56194813858894	5.36517813528948
BRS Tapioqueira:Cascuda	-12.8232052374854	0.0768151020624801	-0.0699353186192351	-12.8232052374854
Cascuda:7909-02	2.9883296393809	-0.370119988171818	0.372701237678231	2.9883296393809
Cascuda:7909-04	1.16922143883211	0.9666964200618	-0.970245633275632	1.16922143883211
Cascuda:Aipim Manteiga	16.9340147081042	-0.783101674865276	0.777440479442375	16.9340147081042
Fecula Branca:Aipim Ze Marcos	-14.4891686609203	2.28963792624402	-2.28923618097015	-14.4891686609203
Fecula Branca:BRS Rosada	-12.7772079964775	2.08626979429594	-2.08501932959126	-12.7772079964775
FLA-002-02:Aipim Ze Marcos	-13.1069380427307	2.36192011854588	-2.36207219147551	-13.1069380427307
FLA-005-19:Aipim Manteiga	-10.8906339976481	1.38868471815084	-1.38804212364104	-10.8906339976481
